Company_ID,Company_Name,Company_Industry,Company_Size,Company_Ownership,Company_Funding,Country,Interest_Area
CMP_I_0415,InnovativeAnalytics,Agriculture,Large Enterprise,Joint Venture,Series A,Chile,Logistics
CMP_I_0416,InnovativeTech,Pharmaceuticals,Medium Enterprise,Private Sector,Bootstrapped,Sweden,Consulting
CMP_F_0417,FutureSystems,Finance,Small business,Public Sector,Series B,Mozambique,Service
CMP_I_0419,InnovativeSolutions,Healthcare,Medium Enterprise,Franchise,Bootstrapped,Canada,Data
CMP_C_0420,CreativeSolutions,Agriculture,Small business,Joint Venture,Bootstrapped,Mexico,Logistics
CMP_A_0422,AdvancedIndustries,E-Commerce,Medium Enterprise,Franchise,IPO,India,AI
CMP_S_0423,StrategicVentures,Technology,Medium Enterprise,Joint Venture,Series B,USA,Data
CMP_S_0424,StrategicConsulting,Retail,Large Enterprise,Franchise,Series A,Canada,Cloud
CMP_L_0425,LeadingSolutions,Manufacturing,Start-up,Joint Venture,Seed,Brazil,Operations
CMP_L_0426,LeadingTech,Banking,Large Enterprise,Franchise,Series B,France,Operations
CMP_S_0427,StrategicVentures,Real Estate,Small business,Joint Venture,Bootstrapped,Bahrain,Consulting
CMP_I_0428,InnovativeSolutions,Real Estate,Small business,Joint Venture,Series B,UAE,Data
CMP_G_0429,GlobalVentures,Energy,Large Enterprise,Joint Venture,Seed,UAE,Consulting
CMP_A_0431,AdvancedVentures,Manufacturing,Large Enterprise,Franchise,Series A,Colombia,Logistics
CMP_A_0432,AdvancedVentures,Retail,Small business,Franchise,Bootstrapped,Canada,Marketing
CMP_I_0435,InnovativeAnalytics,Technology,Small business,Private Sector,Bootstrapped,Singapore,AI
CMP_F_0436,FuturePartners,Consulting,Large Enterprise,Public Sector,Series B,Germany,Operations
CMP_C_0441,CreativeTech,Agriculture,Large Enterprise,Private Sector,Series B,Peru,Logistics
CMP_L_0443,LeadingAnalytics,Healthcare,Large Enterprise,Public Sector,Series B,Canada,Cloud
CMP_C_0444,CreativeSolutions,Consulting,Start-up,Joint Venture,Series B,France,Engineering
CMP_D_0446,DynamicSystems,E-Commerce,Start-up,Private Sector,Series A,Australia,T&M
CMP_C_0447,CreativeIndustries,Banking,Start-up,Private Sector,Series B,UAE,Data
CMP_D_0448,DynamicSolutions,Agriculture,Start-up,Franchise,Series B,Argentina,Operations
CMP_I_0449,InnovativeAnalytics,Technology,Start-up,Franchise,Bootstrapped,Canada,Data
CMP_G_0450,GlobalIndustries,Energy,Large Enterprise,Private Sector,Bootstrapped,UAE,Consulting
CMP_G_0451,GlobalAnalytics,Pharmaceuticals,Large Enterprise,Joint Venture,IPO,Netherlands,Engineering
CMP_A_0452,AdvancedIndustries,Technology,Medium Enterprise,Private Sector,IPO,Canada,Data
CMP_S_0453,StrategicAnalytics,Manufacturing,Small business,Franchise,Series B,New Zealand,Staffing
CMP_F_0456,FutureConsulting,Real Estate,Start-up,Franchise,Seed,Bahrain,Data
CMP_A_0457,AdvancedSolutions,Healthcare,Medium Enterprise,Joint Venture,Series A,Canada,Data
CMP_S_0458,StrategicSystems,Banking,Medium Enterprise,Private Sector,Seed,UAE,Data
CMP_G_0459,GlobalConsulting,E-Commerce,Start-up,Private Sector,Bootstrapped,China,Staffing
CMP_I_0462,InnovativeSolutions,Pharmaceuticals,Medium Enterprise,Joint Venture,Series B,UK,Operations
CMP_F_0463,FutureIndustries,E-Commerce,Small business,Franchise,Series A,S. Korea,AI
CMP_S_0464,StrategicTech,Finance,Small business,Franchise,Bootstrapped,Canada,Marketing
CMP_I_0465,InnovativeSolutions,Mining,Large Enterprise,Private Sector,Seed,Kenya,Staffing
CMP_A_0467,AdvancedConsulting,Banking,Medium Enterprise,Private Sector,IPO,Israel,Operations
CMP_C_0468,CreativeConsulting,Manufacturing,Small business,Private Sector,Series A,Chile,Operations
CMP_A_0469,AdvancedAnalytics,Finance,Large Enterprise,Franchise,IPO,Canada,Data
CMP_G_0470,GlobalSolutions,Agriculture,Large Enterprise,Franchise,Bootstrapped,Brazil,Operations
CMP_C_0471,CreativeSystems,Energy,Medium Enterprise,Private Sector,IPO,Mexico,Operations
CMP_I_0472,InnovativeAnalytics,Banking,Small business,Franchise,Bootstrapped,UAE,Data
CMP_C_0473,CreativeAnalytics,Technology,Medium Enterprise,Joint Venture,Series B,China,Staffing
CMP_I_0474,InnovativeSolutions,Banking,Large Enterprise,Private Sector,Series A,Sweden,Operations
CMP_I_0475,InnovativeVentures,Technology,Large Enterprise,Public Sector,Bootstrapped,USA,Data
CMP_L_0476,LeadingAnalytics,Energy,Small business,Private Sector,Series B,Saudi Arabia,Consulting
CMP_A_0477,AdvancedIndustries,Energy,Start-up,Public Sector,IPO,Qatar,Consulting
CMP_G_0478,GlobalTech,Energy,Medium Enterprise,Franchise,Bootstrapped,Saudi Arabia,Data
CMP_G_0479,GlobalIndustries,Telecommunications,Start-up,Franchise,Seed,Kenya,Staffing
CMP_G_0480,GlobalConsulting,Pharmaceuticals,Small business,Public Sector,Series B,UK,Engineering
CMP_C_0481,CreativeSolutions,Finance,Small business,Franchise,IPO,Canada,Marketing
CMP_D_0483,DynamicPartners,Mining,Large Enterprise,Franchise,Seed,Morocco,Service
CMP_C_0485,CreativeTech,Healthcare,Medium Enterprise,Franchise,Series A,Canada,Cloud
CMP_C_0486,CreativeAnalytics,Technology,Small business,Public Sector,Seed,New Zealand,T&M
CMP_S_0487,StrategicSolutions,Finance,Large Enterprise,Franchise,Bootstrapped,S. Africa,Staffing
CMP_L_0488,LeadingVentures,Healthcare,Start-up,Franchise,Bootstrapped,Canada,Marketing
CMP_I_0489,InnovativeVentures,Manufacturing,Small business,Franchise,IPO,Indonesia,AI
CMP_I_0490,InnovativePartners,Technology,Start-up,Franchise,Bootstrapped,Indonesia,AI
CMP_L_0492,LeadingSolutions,Healthcare,Medium Enterprise,Joint Venture,Bootstrapped,USA,Data
CMP_G_0493,GlobalConsulting,Automotive,Small business,Joint Venture,Series A,UK,Consulting
CMP_S_0494,StrategicConsulting,Energy,Start-up,Joint Venture,Series B,Argentina,Logistics
CMP_L_0495,LeadingAnalytics,Telecommunications,Small business,Joint Venture,Series A,S. Africa,Staffing
CMP_D_0496,DynamicIndustries,Manufacturing,Medium Enterprise,Public Sector,Seed,Argentina,Operations
CMP_F_0497,FutureAnalytics,Automotive,Small business,Public Sector,Bootstrapped,Netherlands,Operations
CMP_F_0498,FutureConsulting,Healthcare,Medium Enterprise,Franchise,Series B,USA,Data
CMP_I_0500,InnovativeIndustries,Real Estate,Medium Enterprise,Private Sector,Seed,Bahrain,Consulting
CMP_D_0502,DynamicTech,Manufacturing,Small business,Joint Venture,IPO,India,Staffing
CMP_I_0503,InnovativePartners,Pharmaceuticals,Small business,Joint Venture,Series B,Sweden,Operations
CMP_F_0504,FutureSolutions,Automotive,Start-up,Franchise,Bootstrapped,Germany,Operations
CMP_L_0506,LeadingConsulting,Consulting,Large Enterprise,Private Sector,Bootstrapped,Germany,Operations
CMP_F_0507,FutureSystems,E-Commerce,Start-up,Franchise,IPO,Australia,T&M
CMP_S_0508,StrategicAnalytics,Finance,Medium Enterprise,Joint Venture,Seed,Indonesia,AI
CMP_S_0514,StrategicAnalytics,Manufacturing,Small business,Franchise,Series A,Colombia,Operations
CMP_S_0515,StrategicSystems,Manufacturing,Start-up,Public Sector,Series A,Mexico,Operations
CMP_C_0516,CreativeIndustries,Energy,Start-up,Franchise,Bootstrapped,UAE,Data
CMP_A_0517,AdvancedVentures,Banking,Small business,Joint Venture,Series A,Sweden,Operations
CMP_F_0518,FuturePartners,Mining,Large Enterprise,Private Sector,Seed,S. Africa,Staffing
CMP_I_0519,InnovativeConsulting,Banking,Start-up,Franchise,IPO,Switzerland,Consulting
CMP_G_0520,GlobalAnalytics,Retail,Small business,Public Sector,Series B,Canada,Data
CMP_F_0521,FutureIndustries,Automotive,Large Enterprise,Joint Venture,Bootstrapped,Switzerland,Operations
CMP_C_0522,CreativeIndustries,Retail,Medium Enterprise,Public Sector,Bootstrapped,Canada,Cloud
CMP_G_0523,GlobalPartners,Agriculture,Small business,Private Sector,Series B,Argentina,Operations
CMP_G_0525,GlobalVentures,Technology,Medium Enterprise,Joint Venture,IPO,Canada,Marketing
CMP_I_0528,InnovativeSolutions,Technology,Small business,Joint Venture,Bootstrapped,USA,Data
CMP_G_0529,GlobalConsulting,Consulting,Small business,Public Sector,Series A,Netherlands,Operations
CMP_G_0532,GlobalConsulting,Mining,Start-up,Franchise,Series B,Mozambique,Staffing
CMP_G_0533,GlobalSolutions,Banking,Large Enterprise,Private Sector,Seed,Germany,Engineering
CMP_F_0537,FutureSolutions,Real Estate,Medium Enterprise,Public Sector,Bootstrapped,UAE,Data
CMP_I_0540,InnovativePartners,Banking,Start-up,Private Sector,IPO,Netherlands,Operations
CMP_D_0543,DynamicVentures,Agriculture,Large Enterprise,Joint Venture,Seed,Brazil,Operations
CMP_F_0544,FuturePartners,Finance,Medium Enterprise,Franchise,Series A,S. Korea,Staffing
CMP_L_0546,LeadingAnalytics,Manufacturing,Large Enterprise,Private Sector,Series B,Chile,Operations
CMP_L_0547,LeadingTech,Mining,Medium Enterprise,Public Sector,Bootstrapped,Kenya,Staffing
CMP_L_0550,LeadingSolutions,Banking,Medium Enterprise,Public Sector,Series A,Sweden,Operations
CMP_S_0551,StrategicVentures,E-Commerce,Start-up,Joint Venture,Series A,Indonesia,AI
CMP_G_0554,GlobalAnalytics,Pharmaceuticals,Large Enterprise,Private Sector,Series A,Germany,Operations
CMP_F_0555,FutureIndustries,Real Estate,Medium Enterprise,Franchise,Bootstrapped,Bahrain,Consulting
CMP_G_0558,GlobalVentures,Consulting,Large Enterprise,Franchise,Seed,Netherlands,Operations
CMP_L_0559,LeadingSolutions,Finance,Medium Enterprise,Joint Venture,Bootstrapped,Canada,Cloud
CMP_G_0560,GlobalSystems,Finance,Medium Enterprise,Franchise,IPO,Mozambique,Staffing
CMP_L_0561,LeadingPartners,Banking,Start-up,Private Sector,Seed,UAE,Consulting
CMP_F_0563,FutureTech,Automotive,Medium Enterprise,Joint Venture,Seed,France,Operations
CMP_G_0565,GlobalAnalytics,Technology,Large Enterprise,Private Sector,Bootstrapped,USA,Cloud
CMP_F_0566,FuturePartners,Consulting,Start-up,Joint Venture,Seed,Sweden,Consulting
CMP_A_0567,AdvancedSolutions,Healthcare,Large Enterprise,Franchise,Bootstrapped,USA,Marketing
CMP_F_0568,FutureSolutions,Finance,Medium Enterprise,Franchise,Series B,Canada,Data
CMP_I_0569,InnovativeAnalytics,Telecommunications,Medium Enterprise,Private Sector,Bootstrapped,S. Africa,Service
CMP_F_0570,FutureVentures,Automotive,Large Enterprise,Joint Venture,Series B,Germany,Operations
CMP_L_0571,LeadingAnalytics,Finance,Large Enterprise,Joint Venture,Bootstrapped,USA,Cloud
CMP_F_0572,FuturePartners,Finance,Small business,Public Sector,Seed,USA,Cloud
CMP_D_0573,DynamicAnalytics,Pharmaceuticals,Large Enterprise,Public Sector,Bootstrapped,Germany,Operations
CMP_S_0574,StrategicAnalytics,Technology,Start-up,Public Sector,IPO,USA,Cloud
CMP_D_0576,DynamicSolutions,Technology,Start-up,Private Sector,IPO,Japan,T&M
CMP_S_0579,StrategicIndustries,Finance,Start-up,Joint Venture,IPO,Singapore,T&M
CMP_I_0583,InnovativeIndustries,Energy,Large Enterprise,Joint Venture,Bootstrapped,Bahrain,Consulting
CMP_F_0584,FutureConsulting,E-Commerce,Small business,Private Sector,Seed,Singapore,AI
CMP_F_0585,FutureAnalytics,Real Estate,Large Enterprise,Public Sector,Series B,Qatar,Data
CMP_A_0586,AdvancedAnalytics,Pharmaceuticals,Small business,Franchise,Seed,Israel,Engineering
CMP_S_0587,StrategicVentures,Energy,Small business,Franchise,Series A,UAE,Data
CMP_C_0588,CreativeConsulting,Healthcare,Small business,Joint Venture,IPO,USA,Cloud
CMP_D_0589,DynamicVentures,Finance,Small business,Private Sector,Series B,India,Staffing
CMP_C_0590,CreativePartners,Agriculture,Small business,Joint Venture,Series A,Chile,Logistics
CMP_S_0591,StrategicVentures,Energy,Medium Enterprise,Franchise,IPO,UAE,Consulting
CMP_I_0592,InnovativeVentures,Consulting,Medium Enterprise,Private Sector,Series A,Switzerland,Operations
CMP_G_0594,GlobalPartners,Consulting,Start-up,Joint Venture,Bootstrapped,Sweden,Operations
CMP_I_0597,InnovativeAnalytics,Telecommunications,Small business,Private Sector,Series B,Morocco,Staffing
CMP_S_0599,StrategicTech,Healthcare,Start-up,Private Sector,Series B,USA,Cloud
CMP_C_0600,CreativeVentures,E-Commerce,Small business,Franchise,Seed,India,T&M
CMP_G_0601,GlobalSystems,Retail,Medium Enterprise,Joint Venture,IPO,Canada,Cloud
CMP_F_0603,FutureConsulting,Telecommunications,Small business,Public Sector,Seed,Morocco,Staffing
CMP_S_0605,StrategicPartners,Pharmaceuticals,Large Enterprise,Private Sector,Series B,Israel,Operations
CMP_G_0606,GlobalSystems,Manufacturing,Small business,Public Sector,IPO,Brazil,Logistics
CMP_D_0607,DynamicSystems,Finance,Start-up,Joint Venture,Series A,Kenya,Service
CMP_D_0608,DynamicVentures,Manufacturing,Small business,Franchise,Series A,Singapore,AI
CMP_A_0609,AdvancedVentures,Technology,Start-up,Joint Venture,IPO,S. Korea,AI
CMP_A_0612,AdvancedConsulting,Healthcare,Large Enterprise,Joint Venture,IPO,USA,Data
CMP_L_0613,LeadingVentures,Energy,Large Enterprise,Private Sector,Series A,Chile,Operations
CMP_S_0614,StrategicAnalytics,Automotive,Start-up,Private Sector,Series B,Sweden,Consulting
CMP_A_0618,AdvancedSolutions,Technology,Large Enterprise,Joint Venture,Series A,New Zealand,Staffing
CMP_G_0619,GlobalSolutions,Technology,Large Enterprise,Private Sector,IPO,USA,Marketing
CMP_D_0621,DynamicPartners,Banking,Start-up,Private Sector,IPO,Germany,Operations
CMP_A_0623,AdvancedSolutions,Manufacturing,Medium Enterprise,Private Sector,IPO,China,Staffing
CMP_D_0624,DynamicSolutions,Technology,Large Enterprise,Franchise,Series B,USA,Data
CMP_A_0626,AdvancedIndustries,Real Estate,Start-up,Joint Venture,IPO,Qatar,Consulting
CMP_A_0628,AdvancedIndustries,Technology,Large Enterprise,Private Sector,Seed,Canada,Marketing
CMP_L_0629,LeadingIndustries,Retail,Start-up,Franchise,Bootstrapped,USA,Marketing
CMP_D_0630,DynamicIndustries,E-Commerce,Large Enterprise,Private Sector,Seed,Indonesia,Staffing
CMP_I_0632,InnovativeSolutions,Automotive,Start-up,Private Sector,Series B,Germany,Operations
CMP_D_0633,DynamicConsulting,Agriculture,Start-up,Joint Venture,Series B,Colombia,Operations
CMP_C_0635,CreativeVentures,Energy,Small business,Joint Venture,IPO,Saudi Arabia,Data
CMP_L_0636,LeadingAnalytics,Manufacturing,Medium Enterprise,Public Sector,Series A,Australia,AI
CMP_C_0638,CreativeSolutions,Consulting,Large Enterprise,Franchise,Seed,France,Operations
CMP_D_0640,DynamicVentures,Mining,Small business,Joint Venture,Seed,Kenya,Service
CMP_S_0644,StrategicVentures,Healthcare,Small business,Franchise,IPO,Canada,Data
CMP_I_0646,InnovativeAnalytics,Manufacturing,Start-up,Joint Venture,Series A,Argentina,Operations
CMP_I_0647,InnovativeSolutions,Automotive,Medium Enterprise,Private Sector,Series B,Netherlands,Operations
CMP_G_0649,GlobalConsulting,Finance,Start-up,Franchise,Seed,New Zealand,AI
CMP_F_0650,FutureTech,Consulting,Small business,Private Sector,Bootstrapped,France,Operations
CMP_S_0651,StrategicSolutions,Energy,Small business,Public Sector,IPO,Mexico,Operations
CMP_A_0653,AdvancedVentures,Pharmaceuticals,Start-up,Private Sector,IPO,UK,Operations
CMP_D_0654,DynamicConsulting,Retail,Medium Enterprise,Private Sector,Series B,USA,Marketing
CMP_L_0655,LeadingTech,Banking,Start-up,Franchise,Bootstrapped,Israel,Consulting
CMP_L_0657,LeadingSolutions,Pharmaceuticals,Large Enterprise,Franchise,Series B,Germany,Operations
CMP_D_0658,DynamicSystems,Technology,Small business,Private Sector,Series A,Australia,T&M
CMP_S_0660,StrategicVentures,E-Commerce,Large Enterprise,Public Sector,Series B,Singapore,Staffing
CMP_A_0661,AdvancedSystems,Finance,Large Enterprise,Franchise,Series A,Indonesia,Staffing
CMP_C_0663,CreativeVentures,E-Commerce,Medium Enterprise,Private Sector,Series A,India,Staffing
CMP_G_0665,GlobalIndustries,Energy,Start-up,Joint Venture,Bootstrapped,Chile,Logistics
CMP_A_0666,AdvancedVentures,Manufacturing,Medium Enterprise,Franchise,Series B,Singapore,Staffing
CMP_D_0667,DynamicTech,Retail,Small business,Franchise,Series A,USA,Marketing
CMP_S_0668,StrategicSystems,Finance,Medium Enterprise,Private Sector,Bootstrapped,Indonesia,AI
CMP_C_0669,CreativeSystems,Finance,Small business,Private Sector,Series B,S. Africa,Service
CMP_S_0670,StrategicAnalytics,Agriculture,Large Enterprise,Franchise,Series A,Peru,Operations
CMP_C_0671,CreativeVentures,Consulting,Small business,Private Sector,Seed,Switzerland,Operations
CMP_S_0672,StrategicIndustries,Mining,Large Enterprise,Public Sector,Series A,Kenya,Service
CMP_A_0674,AdvancedSolutions,Energy,Large Enterprise,Franchise,Bootstrapped,Mexico,Logistics
CMP_I_0676,InnovativeVentures,Retail,Medium Enterprise,Joint Venture,IPO,USA,Data
CMP_L_0678,LeadingSolutions,Consulting,Medium Enterprise,Public Sector,IPO,France,Operations
CMP_S_0679,StrategicConsulting,Pharmaceuticals,Start-up,Public Sector,IPO,UK,Operations
CMP_F_0680,FutureConsulting,E-Commerce,Medium Enterprise,Private Sector,Series B,China,T&M
CMP_S_0681,StrategicSystems,Manufacturing,Medium Enterprise,Private Sector,Series A,China,Staffing
CMP_C_0683,CreativeSystems,Banking,Small business,Private Sector,Bootstrapped,Switzerland,Operations
CMP_S_0685,StrategicAnalytics,Finance,Start-up,Private Sector,Seed,Mozambique,Service
CMP_C_0686,CreativeSystems,Technology,Medium Enterprise,Franchise,IPO,USA,Cloud
CMP_C_0687,CreativeVentures,Energy,Large Enterprise,Franchise,Series A,Qatar,Data
CMP_D_0688,DynamicConsulting,Manufacturing,Medium Enterprise,Joint Venture,Seed,S. Korea,Staffing
CMP_G_0690,GlobalTech,Technology,Small business,Private Sector,IPO,India,Staffing
CMP_C_0691,CreativeConsulting,Technology,Medium Enterprise,Joint Venture,IPO,S. Korea,AI
CMP_I_0692,InnovativePartners,Telecommunications,Small business,Joint Venture,Series B,S. Africa,Staffing
CMP_S_0693,StrategicSystems,Technology,Small business,Private Sector,Bootstrapped,China,Staffing
CMP_D_0695,DynamicTech,Real Estate,Medium Enterprise,Private Sector,Bootstrapped,Saudi Arabia,Data
CMP_L_0696,LeadingConsulting,E-Commerce,Start-up,Public Sector,Bootstrapped,India,Staffing
CMP_C_0697,CreativeAnalytics,Finance,Small business,Joint Venture,Series A,USA,Marketing
CMP_I_0698,InnovativeVentures,Automotive,Small business,Public Sector,Bootstrapped,Sweden,Operations
CMP_S_0701,StrategicIndustries,Finance,Small business,Private Sector,Seed,Morocco,Staffing
CMP_A_0702,AdvancedVentures,Pharmaceuticals,Large Enterprise,Public Sector,IPO,France,Operations
CMP_A_0703,AdvancedSystems,Real Estate,Start-up,Public Sector,IPO,Qatar,Consulting
CMP_A_0704,AdvancedAnalytics,Pharmaceuticals,Medium Enterprise,Private Sector,Series A,Switzerland,Operations
CMP_G_0705,GlobalSolutions,Telecommunications,Start-up,Joint Venture,Series A,Morocco,Service
CMP_A_0707,AdvancedSolutions,Automotive,Start-up,Joint Venture,Bootstrapped,Germany,Engineering
CMP_F_0708,FutureTech,Consulting,Start-up,Public Sector,Series B,Germany,Consulting
CMP_C_0709,CreativeIndustries,Agriculture,Large Enterprise,Franchise,Seed,Brazil,Logistics
CMP_I_0710,InnovativeTech,Energy,Large Enterprise,Public Sector,IPO,UAE,Data
CMP_L_0711,LeadingIndustries,Real Estate,Medium Enterprise,Joint Venture,Seed,UAE,Data
CMP_A_0712,AdvancedSolutions,Automotive,Start-up,Joint Venture,Series B,France,Consulting
CMP_G_0714,GlobalAnalytics,Finance,Small business,Joint Venture,Seed,USA,Marketing
CMP_G_0715,GlobalConsulting,Manufacturing,Small business,Franchise,Series A,China,AI
CMP_F_0716,FuturePartners,Retail,Large Enterprise,Public Sector,Series A,USA,Marketing
CMP_F_0717,FutureIndustries,Finance,Small business,Private Sector,Series B,Japan,Staffing
CMP_F_0718,FuturePartners,Healthcare,Start-up,Franchise,IPO,USA,Marketing
CMP_I_0719,InnovativeConsulting,Energy,Small business,Franchise,Series A,Qatar,Data
CMP_I_0720,InnovativePartners,Pharmaceuticals,Small business,Joint Venture,Bootstrapped,Switzerland,Engineering
CMP_S_0721,StrategicSolutions,Automotive,Start-up,Franchise,Seed,UK,Operations
CMP_D_0722,DynamicConsulting,Healthcare,Small business,Public Sector,Seed,USA,Cloud
CMP_G_0723,GlobalPartners,Banking,Start-up,Franchise,Seed,Netherlands,Consulting
CMP_A_0726,AdvancedIndustries,Technology,Medium Enterprise,Public Sector,IPO,USA,Marketing
CMP_F_0727,FutureTech,Finance,Small business,Public Sector,Seed,Kenya,Service
CMP_G_0728,GlobalIndustries,Consulting,Large Enterprise,Private Sector,Bootstrapped,Switzerland,Engineering
CMP_L_0729,LeadingTech,Technology,Medium Enterprise,Public Sector,Seed,USA,Cloud
CMP_I_0730,InnovativeTech,Finance,Large Enterprise,Private Sector,Series B,Canada,Data
CMP_D_0731,DynamicConsulting,Banking,Start-up,Private Sector,IPO,Germany,Operations
CMP_F_0732,FutureIndustries,Manufacturing,Large Enterprise,Joint Venture,IPO,Australia,T&M
CMP_C_0733,CreativeTech,Manufacturing,Medium Enterprise,Private Sector,Bootstrapped,S. Korea,Staffing
CMP_D_0734,DynamicIndustries,Telecommunications,Small business,Joint Venture,IPO,Mozambique,Staffing
CMP_G_0735,GlobalPartners,Energy,Large Enterprise,Joint Venture,Series B,Brazil,Operations
CMP_C_0739,CreativeAnalytics,Banking,Large Enterprise,Franchise,Bootstrapped,Saudi Arabia,Data
CMP_S_0741,StrategicVentures,Energy,Medium Enterprise,Public Sector,Series B,Bahrain,Data
CMP_D_0742,DynamicPartners,Consulting,Small business,Public Sector,Seed,Israel,Engineering
CMP_S_0743,StrategicVentures,Retail,Small business,Private Sector,Series B,Canada,Marketing
CMP_S_0745,StrategicAnalytics,Mining,Large Enterprise,Franchise,Series A,S. Africa,Staffing
CMP_G_0746,GlobalPartners,Finance,Medium Enterprise,Private Sector,Bootstrapped,Canada,Cloud
CMP_D_0747,DynamicSystems,Manufacturing,Medium Enterprise,Private Sector,Series A,Singapore,Staffing
CMP_G_0748,GlobalTech,Consulting,Small business,Public Sector,IPO,Germany,Operations
CMP_G_0749,GlobalTech,Healthcare,Start-up,Public Sector,Bootstrapped,Canada,Data
CMP_A_0750,AdvancedAnalytics,Banking,Small business,Joint Venture,Series A,Netherlands,Operations
CMP_A_0751,AdvancedSolutions,Finance,Start-up,Joint Venture,Seed,Morocco,Service
CMP_G_0752,GlobalTech,Healthcare,Start-up,Public Sector,Series B,Canada,Data
CMP_C_0755,CreativeSystems,Retail,Start-up,Franchise,IPO,Canada,Data
CMP_C_0756,CreativeVentures,Agriculture,Large Enterprise,Joint Venture,Seed,Brazil,Operations
CMP_I_0757,InnovativeTech,Healthcare,Start-up,Public Sector,Bootstrapped,USA,Marketing
CMP_D_0758,DynamicAnalytics,Telecommunications,Small business,Private Sector,Seed,Mozambique,Staffing
CMP_A_0760,AdvancedSystems,Retail,Start-up,Public Sector,IPO,USA,Cloud
CMP_I_0763,InnovativeVentures,Technology,Small business,Public Sector,Bootstrapped,Canada,Data
CMP_L_0764,LeadingSolutions,Energy,Small business,Franchise,Series A,Mexico,Operations
CMP_S_0765,StrategicAnalytics,Banking,Start-up,Joint Venture,Seed,Sweden,Operations
CMP_D_0766,DynamicVentures,Energy,Small business,Joint Venture,Seed,Saudi Arabia,Data
CMP_S_0767,StrategicVentures,Finance,Large Enterprise,Public Sector,IPO,India,AI
CMP_D_0768,DynamicConsulting,Finance,Medium Enterprise,Joint Venture,Series A,S. Africa,Staffing
CMP_C_0769,CreativeConsulting,Energy,Small business,Franchise,IPO,Colombia,Logistics
CMP_S_0770,StrategicIndustries,Retail,Large Enterprise,Private Sector,Bootstrapped,USA,Marketing
CMP_S_0772,StrategicAnalytics,Finance,Medium Enterprise,Franchise,Seed,USA,Marketing
CMP_C_0773,CreativeTech,Banking,Large Enterprise,Franchise,Series A,Netherlands,Operations
CMP_C_0774,CreativeVentures,Finance,Large Enterprise,Private Sector,Series B,Canada,Marketing
CMP_A_0775,AdvancedConsulting,Banking,Small business,Private Sector,Bootstrapped,Netherlands,Engineering
CMP_G_0778,GlobalSolutions,Consulting,Small business,Public Sector,Series A,Israel,Engineering
CMP_F_0779,FuturePartners,Retail,Medium Enterprise,Joint Venture,Bootstrapped,USA,Marketing
CMP_D_0780,DynamicAnalytics,Retail,Small business,Private Sector,Bootstrapped,Canada,Cloud
CMP_F_0781,FutureAnalytics,Healthcare,Medium Enterprise,Private Sector,Series A,USA,Marketing
CMP_C_0783,CreativeTech,Manufacturing,Start-up,Public Sector,IPO,Australia,Staffing
CMP_A_0786,AdvancedTech,Real Estate,Start-up,Franchise,Series A,Saudi Arabia,Data
CMP_D_0787,DynamicTech,Pharmaceuticals,Start-up,Private Sector,Bootstrapped,Sweden,Engineering
CMP_F_0789,FutureSolutions,Pharmaceuticals,Medium Enterprise,Joint Venture,Bootstrapped,Germany,Operations
CMP_A_0790,AdvancedPartners,Mining,Medium Enterprise,Private Sector,Series A,Morocco,Staffing
CMP_L_0791,LeadingVentures,Banking,Large Enterprise,Public Sector,Series A,Netherlands,Consulting
CMP_F_0792,FuturePartners,Finance,Medium Enterprise,Private Sector,Bootstrapped,Canada,Data
CMP_I_0793,InnovativeSystems,Banking,Medium Enterprise,Private Sector,Seed,Sweden,Engineering
CMP_A_0795,AdvancedPartners,Pharmaceuticals,Start-up,Public Sector,Series A,France,Engineering
CMP_D_0796,DynamicSystems,Real Estate,Start-up,Private Sector,IPO,Saudi Arabia,Data
CMP_I_0799,InnovativePartners,Manufacturing,Large Enterprise,Public Sector,Seed,Argentina,Operations
CMP_I_0800,InnovativeIndustries,Telecommunications,Small business,Public Sector,Series B,Mozambique,Service
CMP_D_0806,DynamicConsulting,Banking,Start-up,Private Sector,Seed,UAE,Data
CMP_I_0807,InnovativeIndustries,Agriculture,Start-up,Private Sector,Series B,Chile,Logistics
CMP_G_0808,GlobalSolutions,Manufacturing,Start-up,Private Sector,Series B,Australia,Staffing
CMP_G_0810,GlobalIndustries,Banking,Medium Enterprise,Private Sector,IPO,Bahrain,Data
CMP_S_0811,StrategicVentures,Manufacturing,Medium Enterprise,Joint Venture,Seed,Australia,AI
CMP_I_0814,InnovativeIndustries,Agriculture,Large Enterprise,Joint Venture,Series B,Colombia,Logistics
CMP_D_0815,DynamicConsulting,E-Commerce,Small business,Private Sector,Seed,Australia,T&M
CMP_C_0816,CreativeSystems,Mining,Start-up,Joint Venture,Seed,S. Africa,Staffing
CMP_L_0817,LeadingVentures,Finance,Small business,Joint Venture,Seed,USA,Cloud
CMP_G_0819,GlobalVentures,Manufacturing,Start-up,Private Sector,Seed,India,Staffing
CMP_G_0820,GlobalAnalytics,Healthcare,Medium Enterprise,Public Sector,Series B,Canada,Data
CMP_C_0824,CreativeSolutions,Manufacturing,Small business,Joint Venture,Bootstrapped,Singapore,Staffing
CMP_A_0826,AdvancedVentures,Automotive,Medium Enterprise,Franchise,Bootstrapped,Germany,Engineering
CMP_D_0827,DynamicPartners,Manufacturing,Small business,Joint Venture,Bootstrapped,Argentina,Operations
