History_ID,Lead_ID,Stage,Timestamp,Rep_ID,Stage_Sequence,Notes,Stage_Engagement (in Days)
702,LDEGH-AF-075,Responded,2025-05-04 12:36:25,SW_AF,4,Notes for stage Responded for Lead LDEGH-AF-075,3
703,LDEGH-AF-075,Demo Scheduled,2025-05-08 12:36:25,SW_AF,5,Notes for stage Demo Scheduled for Lead LDEGH-AF-075,4
704,LDEGH-AF-075,Demo,2025-05-10 12:36:25,SW_AF,6,Notes for stage Demo for Lead LDEGH-AF-075,2
705,LDEGH-AF-075,Demo Completed,2025-05-14 12:36:25,SW_AF,7,Notes for stage Demo Completed for Lead LDEGH-AF-075,4
706,LDEGH-AF-075,Proposal Sent,2025-05-19 12:36:25,SW_AF,8,Notes for stage Proposal Sent for Lead LDEGH-AF-075,5
707,LDEGH-AF-075,Proposal,2025-05-25 12:36:25,SW_AF,9,Notes for stage Proposal for Lead LDEGH-AF-075,6
708,LDEGH-AF-075,Negotiation,2025-06-01 12:36:25,SW_AF,10,Notes for stage Negotiation for Lead LDEGH-AF-075,7
709,LDEGH-AF-075,Deal Won,2025-06-01 12:36:36,SW_AF,11,Notes for stage Deal Won for Lead LDEGH-AF-075,0
839,LDEXL-APAC-089,Lead Captured,2023-09-16 11:25:16,IG_APAC,1,Notes for stage Lead Captured for Lead LDEXL-APAC-089,0
840,LDEXL-APAC-089,Qualified,2023-09-20 14:22:21,IG_APAC,2,Notes for stage Qualified for Lead LDEXL-APAC-089,4
841,LDEXL-APAC-089,Contacted,2023-09-25 16:15:31,IG_APAC,3,Notes for stage Contacted for Lead LDEXL-APAC-089,5
842,LDEXL-APAC-089,Responded,2023-10-01 08:12:30,IG_APAC,4,Notes for stage Responded for Lead LDEXL-APAC-089,6
843,LDEXL-APAC-089,Demo Scheduled,2023-10-05 12:00:02,IG_APAC,5,Notes for stage Demo Scheduled for Lead LDEXL-APAC-089,4
844,LDEXL-APAC-089,Demo,2023-10-07 13:40:19,IG_APAC,6,Notes for stage Demo for Lead LDEXL-APAC-089,2
845,LDEXL-APAC-089,Demo Completed,2023-10-11 18:07:20,IG_APAC,7,Notes for stage Demo Completed for Lead LDEXL-APAC-089,4
846,LDEXL-APAC-089,Proposal Sent,2023-10-16 19:54:43,IG_APAC,8,Notes for stage Proposal Sent for Lead LDEXL-APAC-089,5
847,LDEXL-APAC-089,Proposal,2023-10-22 21:06:13,IG_APAC,9,Notes for stage Proposal for Lead LDEXL-APAC-089,6
848,LDEXL-APAC-089,Negotiation,2023-10-29 22:25:17,IG_APAC,10,Notes for stage Negotiation for Lead LDEXL-APAC-089,7
849,LDEXL-APAC-089,Deal Lost,2023-10-29 22:58:30,IG_APAC,11,Notes for stage Deal Lost for Lead LDEXL-APAC-089,0
979,LDFAB-NA-103,Lead Captured,2024-06-09 01:04:06,BJ_NA,1,Notes for stage Lead Captured for Lead LDFAB-NA-103,0
980,LDFAB-NA-103,Qualified,2024-06-13 01:04:06,BJ_NA,2,Notes for stage Qualified for Lead LDFAB-NA-103,4
981,LDFAB-NA-103,Contacted,2024-06-18 01:04:06,BJ_NA,3,Notes for stage Contacted for Lead LDFAB-NA-103,5
982,LDFAB-NA-103,Responded,2024-06-21 01:04:06,BJ_NA,4,Notes for stage Responded for Lead LDFAB-NA-103,3
983,LDFAB-NA-103,Demo Scheduled,2024-06-25 01:04:06,BJ_NA,5,Notes for stage Demo Scheduled for Lead LDFAB-NA-103,4
984,LDFAB-NA-103,Demo,2024-06-27 01:04:06,BJ_NA,6,Notes for stage Demo for Lead LDFAB-NA-103,2
985,LDFAB-NA-103,Demo Completed,2024-07-01 01:04:06,BJ_NA,7,Notes for stage Demo Completed for Lead LDFAB-NA-103,4
986,LDFAB-NA-103,Proposal Sent,2024-07-06 01:04:06,BJ_NA,8,Notes for stage Proposal Sent for Lead LDFAB-NA-103,5
987,LDFAB-NA-103,Proposal,2024-07-12 01:04:06,BJ_NA,9,Notes for stage Proposal for Lead LDFAB-NA-103,6
988,LDFAB-NA-103,Negotiation,2024-07-19 01:04:06,BJ_NA,10,Notes for stage Negotiation for Lead LDFAB-NA-103,7
989,LDFAB-NA-103,Deal Won,2024-07-19 01:04:43,BJ_NA,11,Notes for stage Deal Won for Lead LDFAB-NA-103,0
675,LDFRD-AF-072,Lead Captured,2024-03-03 19:07:34,SW_AF,1,Notes for stage Lead Captured for Lead LDFRD-AF-072,0
676,LDFRD-AF-072,Qualified,2024-03-10 13:11:59,SW_AF,2,Notes for stage Qualified for Lead LDFRD-AF-072,7
677,LDFRD-AF-072,Contacted,2024-03-21 23:37:33,SW_AF,3,Notes for stage Contacted for Lead LDFRD-AF-072,11
678,LDFRD-AF-072,Responded,2024-03-27 19:10:01,SW_AF,4,Notes for stage Responded for Lead LDFRD-AF-072,6
679,LDFRD-AF-072,Demo Scheduled,2024-04-02 15:49:41,SW_AF,5,Notes for stage Demo Scheduled for Lead LDFRD-AF-072,6
680,LDFRD-AF-072,Demo,2024-04-04 23:58:32,SW_AF,6,Notes for stage Demo for Lead LDFRD-AF-072,2
681,LDFRD-AF-072,Demo Completed,2024-04-09 21:17:02,SW_AF,7,Notes for stage Demo Completed for Lead LDFRD-AF-072,5
682,LDFRD-AF-072,Proposal Sent,2024-04-15 12:46:43,SW_AF,8,Notes for stage Proposal Sent for Lead LDFRD-AF-072,6
683,LDFRD-AF-072,Proposal,2024-04-21 13:08:18,SW_AF,9,Notes for stage Proposal for Lead LDFRD-AF-072,6
684,LDFRD-AF-072,Negotiation,2024-04-28 13:24:59,SW_AF,10,Notes for stage Negotiation for Lead LDFRD-AF-072,7
685,LDFRD-AF-072,Deal Lost,2024-04-28 13:30:27,SW_AF,11,Notes for stage Deal Lost for Lead LDFRD-AF-072,0
13,LDFRD-NA-003,Lead Captured,2024-09-06 18:09:01,AS_NA,1,Notes for stage Lead Captured for Lead LDFRD-NA-003,0
14,LDFRD-NA-003,Qualified,2024-09-10 18:09:01,AS_NA,2,Notes for stage Qualified for Lead LDFRD-NA-003,4
15,LDFRD-NA-003,Contacted,2024-09-15 18:09:01,AS_NA,3,Notes for stage Contacted for Lead LDFRD-NA-003,5
16,LDFRD-NA-003,Responded,2024-09-18 18:09:01,AS_NA,4,Notes for stage Responded for Lead LDFRD-NA-003,3
17,LDFRD-NA-003,Demo Scheduled,2024-09-22 18:09:01,AS_NA,5,Notes for stage Demo Scheduled for Lead LDFRD-NA-003,4
18,LDFRD-NA-003,Demo,2024-09-24 18:09:01,AS_NA,6,Notes for stage Demo for Lead LDFRD-NA-003,2
19,LDFRD-NA-003,Demo Completed,2024-09-28 18:09:01,AS_NA,7,Notes for stage Demo Completed for Lead LDFRD-NA-003,4
20,LDFRD-NA-003,Proposal Sent,2024-10-03 18:09:01,AS_NA,8,Notes for stage Proposal Sent for Lead LDFRD-NA-003,5
21,LDFRD-NA-003,Proposal,2024-10-09 18:09:01,AS_NA,9,Notes for stage Proposal for Lead LDFRD-NA-003,6
22,LDFRD-NA-003,Negotiation,2024-10-16 18:09:01,AS_NA,10,Notes for stage Negotiation for Lead LDFRD-NA-003,7
23,LDFRD-NA-003,Deal Lost,2024-10-16 18:09:58,AS_NA,11,Notes for stage Deal Lost for Lead LDFRD-NA-003,0
828,LDFRS-APAC-088,Lead Captured,2025-01-26 15:33:45,KM_APAC,1,Notes for stage Lead Captured for Lead LDFRS-APAC-088,0
829,LDFRS-APAC-088,Qualified,2025-02-04 10:11:05,KM_APAC,2,Notes for stage Qualified for Lead LDFRS-APAC-088,9
830,LDFRS-APAC-088,Contacted,2025-02-14 03:52:36,KM_APAC,3,Notes for stage Contacted for Lead LDFRS-APAC-088,10
831,LDFRS-APAC-088,Responded,2025-02-17 06:37:28,KM_APAC,4,Notes for stage Responded for Lead LDFRS-APAC-088,3
832,LDFRS-APAC-088,Demo Scheduled,2025-02-22 05:14:45,KM_APAC,5,Notes for stage Demo Scheduled for Lead LDFRS-APAC-088,5
833,LDFRS-APAC-088,Demo,2025-02-24 19:57:13,KM_APAC,6,Notes for stage Demo for Lead LDFRS-APAC-088,3
834,LDFRS-APAC-088,Demo Completed,2025-03-03 12:22:15,KM_APAC,7,Notes for stage Demo Completed for Lead LDFRS-APAC-088,7
835,LDFRS-APAC-088,Proposal Sent,2025-03-10 06:47:34,KM_APAC,8,Notes for stage Proposal Sent for Lead LDFRS-APAC-088,7
836,LDFRS-APAC-088,Proposal,2025-03-19 20:57:41,KM_APAC,9,Notes for stage Proposal for Lead LDFRS-APAC-088,10
837,LDFRS-APAC-088,Negotiation,2025-03-27 18:33:36,KM_APAC,10,Notes for stage Negotiation for Lead LDFRS-APAC-088,8
838,LDFRS-APAC-088,Deal Lost,2025-03-28 12:04:33,KM_APAC,11,Notes for stage Deal Lost for Lead LDFRS-APAC-088,1
1155,LDFUTU-AF-0123,Lead Captured,2025-05-16 04:03:27,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0123,0
1156,LDFUTU-AF-0123,Qualified,2025-07-03 18:56:43,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0123,49
1794,LDFUTU-AF-0190,Lead Captured,2023-10-24 21:49:41,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0190,0
1795,LDFUTU-AF-0190,Qualified,2023-10-29 00:21:17,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0190,4
1796,LDFUTU-AF-0190,Contacted,2023-11-04 02:39:32,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-0190,6
1797,LDFUTU-AF-0190,Responded,2023-11-07 16:42:36,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-0190,4
1798,LDFUTU-AF-0190,Demo Scheduled,2023-11-11 17:29:39,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-0190,4
1799,LDFUTU-AF-0190,Demo,2023-11-13 19:02:24,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-0190,2
1800,LDFUTU-AF-0190,Demo Completed,2023-11-17 19:06:43,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-0190,4
1801,LDFUTU-AF-0190,Proposal Sent,2023-11-22 19:28:14,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-0190,5
1802,LDFUTU-AF-0190,Proposal,2023-11-28 19:37:35,TB_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-0190,6
1803,LDFUTU-AF-0190,Negotiation,2023-12-05 19:37:43,TB_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-0190,7
1804,LDFUTU-AF-0190,Deal Won,2023-12-05 19:39:11,TB_AF,11,Notes for stage Deal Won for Lead LDFUTU-AF-0190,0
2338,LDFUTU-AF-0248,Lead Captured,2025-03-22 12:07:50,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0248,0
2339,LDFUTU-AF-0248,Qualified,2025-03-26 12:07:50,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0248,4
2340,LDFUTU-AF-0248,Contacted,2025-03-31 12:07:50,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-0248,5
2341,LDFUTU-AF-0248,Responded,2025-04-03 12:07:50,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-0248,3
2342,LDFUTU-AF-0248,Demo Scheduled,2025-04-07 12:07:50,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-0248,4
2343,LDFUTU-AF-0248,Demo,2025-04-09 12:07:50,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-0248,2
2344,LDFUTU-AF-0248,Demo Completed,2025-04-13 12:07:50,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-0248,4
2345,LDFUTU-AF-0248,Proposal Sent,2025-04-18 12:07:50,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-0248,5
2346,LDFUTU-AF-0248,Proposal,2025-04-24 12:07:50,TB_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-0248,6
2347,LDFUTU-AF-0248,Negotiation,2025-05-01 12:07:50,TB_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-0248,7
2348,LDFUTU-AF-0248,Deal Won,2025-05-01 12:07:51,TB_AF,11,Notes for stage Deal Won for Lead LDFUTU-AF-0248,0
3047,LDFUTU-AF-0323,Lead Captured,2025-05-18 13:29:28,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0323,0
3048,LDFUTU-AF-0323,Qualified,2025-05-22 13:29:28,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0323,4
3049,LDFUTU-AF-0323,Contacted,2025-05-27 13:29:28,SW_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-0323,5
3050,LDFUTU-AF-0323,Responded,2025-05-30 13:29:28,SW_AF,4,Notes for stage Responded for Lead LDFUTU-AF-0323,3
3051,LDFUTU-AF-0323,Demo Scheduled,2025-06-03 13:29:28,SW_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-0323,4
3052,LDFUTU-AF-0323,Demo,2025-06-05 13:29:28,SW_AF,6,Notes for stage Demo for Lead LDFUTU-AF-0323,2
3053,LDFUTU-AF-0323,Demo Completed,2025-06-09 13:29:28,SW_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-0323,4
3054,LDFUTU-AF-0323,Proposal Sent,2025-06-14 13:29:28,SW_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-0323,5
3055,LDFUTU-AF-0323,Proposal,2025-06-20 13:29:28,SW_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-0323,6
3056,LDFUTU-AF-0323,Negotiation,2025-06-27 13:29:28,SW_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-0323,7
3057,LDFUTU-AF-0323,Deal Won,2025-06-27 13:29:31,SW_AF,11,Notes for stage Deal Won for Lead LDFUTU-AF-0323,0
3078,LDFUTU-AF-0327,Lead Captured,2024-05-02 09:19:52,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0327,0
3079,LDFUTU-AF-0327,Qualified,2024-05-18 10:01:31,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0327,16
4602,LDFUTU-AF-0494,Lead Captured,2025-08-01 14:03:00,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0494,0
4603,LDFUTU-AF-0494,Qualified,2025-08-05 14:03:00,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0494,4
4604,LDFUTU-AF-0494,Contacted,2025-08-10 14:03:00,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-0494,5
4605,LDFUTU-AF-0494,Responded,2025-08-13 14:03:00,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-0494,3
4606,LDFUTU-AF-0494,Demo Scheduled,2025-08-17 14:03:00,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-0494,4
4607,LDFUTU-AF-0494,Demo,2025-08-19 14:03:00,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-0494,2
4608,LDFUTU-AF-0494,Demo Completed,2025-08-23 14:03:00,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-0494,4
4609,LDFUTU-AF-0494,Proposal Sent,2025-08-28 14:03:00,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-0494,5
4610,LDFUTU-AF-0494,Proposal,2025-09-03 14:03:00,TB_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-0494,6
4611,LDFUTU-AF-0494,Negotiation,2025-09-10 14:03:00,TB_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-0494,7
4612,LDFUTU-AF-0494,Deal Won,2025-09-10 14:03:16,TB_AF,11,Notes for stage Deal Won for Lead LDFUTU-AF-0494,0
5038,LDFUTU-AF-0539,Lead Captured,2025-05-15 20:14:39,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0539,0
5039,LDFUTU-AF-0539,Qualified,2025-06-17 09:36:30,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0539,33
7096,LDFUTU-AF-0761,Lead Captured,2023-12-11 07:26:21,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0761,0
7097,LDFUTU-AF-0761,Qualified,2023-12-15 07:26:21,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0761,4
7098,LDFUTU-AF-0761,Contacted,2023-12-20 07:26:21,SW_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-0761,5
7099,LDFUTU-AF-0761,Responded,2023-12-23 07:26:21,SW_AF,4,Notes for stage Responded for Lead LDFUTU-AF-0761,3
7100,LDFUTU-AF-0761,Demo Scheduled,2023-12-27 07:26:21,SW_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-0761,4
7101,LDFUTU-AF-0761,Demo,2023-12-29 07:26:21,SW_AF,6,Notes for stage Demo for Lead LDFUTU-AF-0761,2
7102,LDFUTU-AF-0761,Demo Completed,2024-01-02 07:26:21,SW_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-0761,4
7103,LDFUTU-AF-0761,Proposal Sent,2024-01-07 07:26:21,SW_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-0761,5
7104,LDFUTU-AF-0761,Proposal,2024-01-13 07:26:21,SW_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-0761,6
7105,LDFUTU-AF-0761,Negotiation,2024-01-20 07:26:21,SW_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-0761,7
7106,LDFUTU-AF-0761,Deal Won,2024-01-20 07:26:56,SW_AF,11,Notes for stage Deal Won for Lead LDFUTU-AF-0761,0
7970,LDFUTU-AF-0854,Lead Captured,2023-12-18 15:03:41,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0854,0
7971,LDFUTU-AF-0854,Qualified,2024-01-25 01:42:20,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0854,37
8438,LDFUTU-AF-0904,Lead Captured,2025-01-24 16:31:18,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-0904,0
8439,LDFUTU-AF-0904,Qualified,2025-01-31 15:47:22,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-0904,7
8440,LDFUTU-AF-0904,Contacted,2025-02-02 04:03:40,SW_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-0904,2
10311,LDFUTU-AF-1109,Lead Captured,2025-04-06 20:36:07,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-1109,0
10312,LDFUTU-AF-1109,Qualified,2025-04-10 20:36:07,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-1109,4
10313,LDFUTU-AF-1109,Contacted,2025-04-15 20:36:07,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-1109,5
10314,LDFUTU-AF-1109,Responded,2025-04-18 20:36:07,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-1109,3
10315,LDFUTU-AF-1109,Demo Scheduled,2025-04-22 20:36:07,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-1109,4
10316,LDFUTU-AF-1109,Demo,2025-04-24 20:36:07,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-1109,2
10317,LDFUTU-AF-1109,Demo Completed,2025-04-28 20:36:07,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-1109,4
10318,LDFUTU-AF-1109,Proposal Sent,2025-05-03 20:36:07,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-1109,5
10319,LDFUTU-AF-1109,Proposal,2025-05-09 20:36:07,TB_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-1109,6
10320,LDFUTU-AF-1109,Negotiation,2025-05-16 20:36:07,TB_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-1109,7
10321,LDFUTU-AF-1109,Deal Lost,2025-05-16 20:36:34,TB_AF,11,Notes for stage Deal Lost for Lead LDFUTU-AF-1109,0
11007,LDFUTU-AF-1181,Lead Captured,2024-07-11 01:06:39,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-1181,0
11008,LDFUTU-AF-1181,Qualified,2024-07-15 01:06:39,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-1181,4
11009,LDFUTU-AF-1181,Contacted,2024-07-20 01:06:39,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-1181,5
11010,LDFUTU-AF-1181,Responded,2024-07-23 01:06:39,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-1181,3
11011,LDFUTU-AF-1181,Demo Scheduled,2024-07-27 01:06:39,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-1181,4
11012,LDFUTU-AF-1181,Demo,2024-07-29 01:06:39,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-1181,2
11013,LDFUTU-AF-1181,Demo Completed,2024-08-02 01:06:39,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-1181,4
11014,LDFUTU-AF-1181,Proposal Sent,2024-08-07 01:06:39,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-1181,5
11015,LDFUTU-AF-1181,Proposal,2024-08-13 01:06:39,TB_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-1181,6
11016,LDFUTU-AF-1181,Negotiation,2024-08-20 01:06:39,TB_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-1181,7
11017,LDFUTU-AF-1181,Deal Lost,2024-08-20 01:07:33,TB_AF,11,Notes for stage Deal Lost for Lead LDFUTU-AF-1181,0
11600,LDFUTU-AF-1243,Lead Captured,2024-09-08 04:53:14,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-1243,0
11601,LDFUTU-AF-1243,Qualified,2024-09-12 04:53:14,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-1243,4
11602,LDFUTU-AF-1243,Contacted,2024-09-17 04:53:14,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-1243,5
11603,LDFUTU-AF-1243,Responded,2024-09-20 04:53:14,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-1243,3
11604,LDFUTU-AF-1243,Demo Scheduled,2024-09-24 04:53:14,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-1243,4
11605,LDFUTU-AF-1243,Demo,2024-09-26 04:53:14,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-1243,2
11606,LDFUTU-AF-1243,Demo Completed,2024-09-30 04:53:14,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-1243,4
11607,LDFUTU-AF-1243,Proposal Sent,2024-09-30 04:53:52,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-1243,0
13236,LDFUTU-AF-1412,Lead Captured,2024-09-10 04:05:05,SW_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-1412,0
13237,LDFUTU-AF-1412,Qualified,2024-09-15 04:10:24,SW_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-1412,5
13238,LDFUTU-AF-1412,Contacted,2024-09-20 08:33:06,SW_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-1412,5
13239,LDFUTU-AF-1412,Responded,2024-09-26 06:23:48,SW_AF,4,Notes for stage Responded for Lead LDFUTU-AF-1412,6
13240,LDFUTU-AF-1412,Demo Scheduled,2024-10-02 16:00:07,SW_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-1412,6
13241,LDFUTU-AF-1412,Demo,2024-10-04 16:31:44,SW_AF,6,Notes for stage Demo for Lead LDFUTU-AF-1412,2
13242,LDFUTU-AF-1412,Demo Completed,2024-10-10 19:35:36,SW_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-1412,6
13243,LDFUTU-AF-1412,Proposal Sent,2024-10-16 11:37:17,SW_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-1412,6
13244,LDFUTU-AF-1412,Proposal,2024-10-24 18:43:50,SW_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-1412,8
14113,LDFUTU-AF-1506,Lead Captured,2025-01-26 09:39:41,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-1506,0
14114,LDFUTU-AF-1506,Qualified,2025-01-31 06:30:15,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-1506,5
14115,LDFUTU-AF-1506,Contacted,2025-02-06 22:27:28,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-1506,7
14116,LDFUTU-AF-1506,Responded,2025-02-10 02:52:53,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-1506,3
14117,LDFUTU-AF-1506,Demo Scheduled,2025-02-14 03:40:46,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-1506,4
14118,LDFUTU-AF-1506,Demo,2025-02-16 13:37:49,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-1506,2
14119,LDFUTU-AF-1506,Demo Completed,2025-02-20 14:39:25,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-1506,4
14120,LDFUTU-AF-1506,Proposal Sent,2025-02-25 14:56:30,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-1506,5
14121,LDFUTU-AF-1506,Proposal,2025-03-03 15:11:21,TB_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-1506,6
14122,LDFUTU-AF-1506,Negotiation,2025-03-10 15:22:38,TB_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-1506,7
14123,LDFUTU-AF-1506,Deal Lost,2025-03-10 15:32:28,TB_AF,11,Notes for stage Deal Lost for Lead LDFUTU-AF-1506,0
14146,LDFUTU-AF-1509,Lead Captured,2023-12-31 01:07:20,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-1509,0
14147,LDFUTU-AF-1509,Qualified,2024-01-04 01:07:20,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-1509,4
14148,LDFUTU-AF-1509,Contacted,2024-01-09 01:07:20,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-1509,5
14149,LDFUTU-AF-1509,Responded,2024-01-12 01:07:20,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-1509,3
14150,LDFUTU-AF-1509,Demo Scheduled,2024-01-16 01:07:20,TB_AF,5,Notes for stage Demo Scheduled for Lead LDFUTU-AF-1509,4
14151,LDFUTU-AF-1509,Demo,2024-01-18 01:07:20,TB_AF,6,Notes for stage Demo for Lead LDFUTU-AF-1509,2
14152,LDFUTU-AF-1509,Demo Completed,2024-01-22 01:07:20,TB_AF,7,Notes for stage Demo Completed for Lead LDFUTU-AF-1509,4
14153,LDFUTU-AF-1509,Proposal Sent,2024-01-27 01:07:20,TB_AF,8,Notes for stage Proposal Sent for Lead LDFUTU-AF-1509,5
14154,LDFUTU-AF-1509,Proposal,2024-02-02 01:07:20,TB_AF,9,Notes for stage Proposal for Lead LDFUTU-AF-1509,6
14155,LDFUTU-AF-1509,Negotiation,2024-02-09 01:07:20,TB_AF,10,Notes for stage Negotiation for Lead LDFUTU-AF-1509,7
14156,LDFUTU-AF-1509,Deal Won,2024-02-09 01:07:25,TB_AF,11,Notes for stage Deal Won for Lead LDFUTU-AF-1509,0
14457,LDFUTU-AF-1541,Lead Captured,2024-06-10 02:56:07,TB_AF,1,Notes for stage Lead Captured for Lead LDFUTU-AF-1541,0
14458,LDFUTU-AF-1541,Qualified,2024-06-14 02:56:07,TB_AF,2,Notes for stage Qualified for Lead LDFUTU-AF-1541,4
14459,LDFUTU-AF-1541,Contacted,2024-06-19 02:56:07,TB_AF,3,Notes for stage Contacted for Lead LDFUTU-AF-1541,5
14460,LDFUTU-AF-1541,Responded,2024-06-22 02:56:07,TB_AF,4,Notes for stage Responded for Lead LDFUTU-AF-1541,3
